player,nation,pos,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls_90,ast_90,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,club,season,player_clean,club_clean,goals_per90,xa_per90,ga_per90,pos_group,goals_norm,xg_norm,xag_norm,output_index_v0,annual_wage,transfer_fee,amortized_fee,cost_index_raw,cost_index_v2,value_index_v2,transfer_fee_corrected,market_value,cost_mv_raw,cost_mv,value_index_mv,cost_mv_log_raw,cost_mv_log,value_index_mv_log,age
Donny van de Beek,nl NED,DF,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.09,4.44,5.54,1.09,5.54,Manchester United,2023/24,donny van de beek,manchester united,0.0,,,DEF,0.0,0.3374613002051204,0.9999999997747747,0.41749225996219524,7280000.0,39.0,7.8,7280007.8,0.3979360343436687,1.0491415071501944,39.0,5000000.0,5000000.0,0.027777777777777776,15.029180308147936,15.424948670398354,0.811477765845207,0.5144832835241848,26.0
Douglas Luiz,br BRA,MF,35,35,2993.0,33.3,9.0,5.0,14.0,5.0,4.0,4.0,12.0,0.0,6.9,3.8,5.4,9.2,60.0,168.0,50.0,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28,Aston Villa,2023/24,douglas luiz,aston villa,0.2702702702702703,0.15015015015015015,0.42042042042042044,MID,0.10810810806486487,0.06501547985603236,0.036036036027919806,0.07426435721016761,4784000.0,16.8,3.3600000000000003,4784003.36,0.2603211713474015,0.28527864847539774,16.8,70000000.0,70000000.0,0.3888888888888889,0.19096499891614807,18.064005814299346,0.9503136375768504,0.07814712546102602,25.0
Dwight McNeil,eng ENG,"MF,FW",35,33,2892.0,32.1,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,3.4,3.4,8.8,12.2,80.0,114.0,147.0,0.09,0.19,0.28,0.09,0.28,0.11,0.27,0.38,0.11,0.38,Everton,2023/24,dwight mcneil,everton,0.09345794392523364,0.18691588785046728,0.2803738317757009,ATT,0.03738317755514019,0.034055727543636,0.06081081079711468,0.044917359187530426,4004000.0,0.0,1.0,4004000.0,0.21731641790913112,0.206690101602036,5.0,22000000.0,22000000.0,0.12222222222222222,0.36750265923985515,16.906553056777135,0.8894222078667481,0.050501672083937646,23.0
Eberechi Eze,eng ENG,"MF,FW",27,24,2055.0,22.8,11.0,4.0,15.0,10.0,1.0,1.0,3.0,0.0,9.1,8.3,5.2,13.5,68.0,93.0,139.0,0.48,0.18,0.66,0.44,0.61,0.4,0.23,0.62,0.36,0.59,Crystal Palace,2023/24,eberechi eze,crystal palace,0.4824561403508772,0.17543859649122806,0.6578947368421052,ATT,0.1929824560631579,0.12383900924958545,0.05180180179013472,0.12974053770488528,2600000.0,17.8,3.56,2600003.56,0.13990839144831005,0.9273182905153177,17.8,55000000.0,55000000.0,0.3055555555555556,0.4246040065119669,17.822843761378564,0.9376265519928084,0.13837108074430857,25.0
Eddie Nketiah,eng ENG,FW,27,10,1082.0,12.0,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,4.5,4.5,0.8,5.4,22.0,20.0,77.0,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45,Arsenal,2023/24,eddie nketiah,arsenal,0.4166666666666667,0.16666666666666666,0.5833333333333334,ATT,0.1666666666,0.11764705878710617,0.015765765762214917,0.10404742974419647,4004000.0,0.0,1.0,4004000.0,0.21731641790913112,0.4787809037364081,5.0,30000000.0,30000000.0,0.16666666666666666,0.6242808327801821,17.216707972959764,0.9057388792429575,0.11487561951137913,24.0
Ederson,br BRA,GK,33,33,2785.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,2023/24,ederson,manchester city,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0,9360000.0,40.0,8.0,9360008.0,0.5126148938713418,0.0,40.0,40000000.0,40000000.0,0.2222222222222222,0.0,17.50439003707821,0.9208732958075051,0.0,29.0
Edson Álvarez,mx MEX,MF,31,28,2377.0,26.4,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,1.3,1.3,0.6,1.9,20.0,91.0,26.0,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,West Ham United,2023/24,edson alvarez,west ham united,0.03787878787878788,0.03787878787878788,0.07575757575757576,MID,0.015151515145454545,0.015479876156198181,0.004504504503489976,0.011490733622915673,5200000.0,0.0,1.0,5200000.0,0.28325675579712606,0.040566351274580914,5.0,35000000.0,35000000.0,0.19444444444444445,0.05909489757266451,17.370858648025116,0.9138484586054885,0.0125739896376918,25.0
Elijah Adebayo,eng ENG,FW,27,16,1419.0,15.8,10.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,5.9,5.9,0.7,6.6,16.0,23.0,110.0,0.63,0.0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,Luton Town,2023/24,elijah adebayo,luton town,0.6329113924050632,0.0,0.6329113924050632,ATT,0.25316455686075945,0.11455108355586653,0.009009009006979951,0.13998742045095805,1664000.0,0.0,1.0,1664000.0,0.08830271334566278,1.5852948324265892,5.0,12000000.0,12000000.0,0.06666666666666667,2.09977981006722,16.300417291085605,0.8575345363125364,0.16324387098045393,25.0
Elliot Anderson,sct SCO,"MF,FW",21,10,1027.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,1.9,3.5,37.0,57.0,70.0,0.0,0.18,0.18,0.0,0.18,0.13,0.17,0.3,0.13,0.3,Newcastle United,2023/24,elliot anderson,newcastle united,0.0,0.17543859649122806,0.17543859649122806,ATT,0.0,0.04024767800611527,0.0382882882796648,0.021450436499105732,728000.0,0.0,1.0,728000.0,0.03669723152027544,0.5845087245486084,5.0,15000000.0,15000000.0,0.08333333333333333,0.2574021491634788,16.52356082573315,0.8692737012736549,0.02467624614828513,20.0
Emerson,br BRA,DF,22,11,1161.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,21.0,57.0,35.0,0.08,0.0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,Tottenham Hotspur,2023/24,emerson,tottenham hotspur,0.07751937984496124,0.0,0.07751937984496124,DEF,0.031007751925581393,0.006191950462479273,0.006756756755234964,0.017556743323339716,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.12548670086962618,5.0,12000000.0,12000000.0,0.06666666666666667,0.2633471996421011,16.300417291085605,0.8575345363125364,0.020473487779684274,24.0
Emerson Palmieri,it ITA,DF,36,35,3137.0,34.9,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.5,1.5,2.4,3.9,59.0,125.0,124.0,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11,West Ham United,2023/24,emerson palmieri,west ham united,0.02865329512893983,0.05730659025787966,0.08595988538681949,DEF,0.011461318046991404,0.012383900924958545,0.015765765762214917,0.01315239132291306,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.09400662556048024,5.0,13000000.0,13000000.0,0.07222222222222222,0.1821075122132425,16.380459992348886,0.861745433462424,0.015262484197431335,28.0
Emil Krafth,se SWE,DF,17,8,913.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.0,1.2,12.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Newcastle United,2023/24,emil krafth,newcastle united,0.0,0.0,0.0,DEF,0.0,0.006191950462479273,0.02252252251744988,0.009121272973603312,1924000.0,5.4,1.08,1924001.08,0.1026376289530571,0.08886783725233728,5.4,2500000.0,2500000.0,0.013888888888888888,0.6566843728245951,14.731801689838349,0.7750125966439239,0.011769178002942877,28.0
Emile Smith Rowe,eng ENG,MF,13,3,353.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,2.2,11.0,23.0,18.0,0.0,0.25,0.25,0.0,0.25,0.5,0.06,0.56,0.5,0.56,Arsenal,2023/24,emile smith rowe,arsenal,0.0,0.25641025641025644,0.25641025641025644,MID,0.0,0.1547987615619818,0.013513513510469928,0.03568948204106084,3536000.0,0.0,1.0,3536000.0,0.19151367699643745,0.18635376985610733,5.0,22000000.0,22000000.0,0.12222222222222222,0.29200246395215634,16.906553056777135,0.8894222078667481,0.04012654687374402,23.0
Emiliano Martínez,ar ARG,GK,34,34,3015.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,2023/24,emiliano martinez,aston villa,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0,6500000.0,17.4,3.4799999999999995,6500003.48,0.35493122797669907,0.0,17.4,28000000.0,28000000.0,0.15555555555555556,0.0,17.147715103853763,0.9021092931433401,0.0,30.0
Enes Ünal,tr TUR,"FW,MF",16,2,328.0,3.6,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.9,2.9,1.0,3.9,4.0,7.0,28.0,0.55,0.55,1.1,0.55,1.1,0.8,0.28,1.07,0.8,1.07,Bournemouth,2023/24,enes unal,bournemouth,0.5555555555555556,0.5555555555555556,1.1111111111111112,ATT,0.22222222213333334,0.2476780184991709,0.06306306304885967,0.17160767572693506,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,1.2265646694424266,5.0,18000000.0,18000000.0,0.1,1.7160595966733838,16.705882371415992,0.8788652975711574,0.19526027588177125,26.0
Enso Gonzalez,py PAR,"MF,DF",1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton,2023/24,enso gonzalez,wolverhampton,0.0,,,MID,0.0,0.0,0.0,0.0,1404000.0,0.0,1.0,1404000.0,0.07396785728305519,0.0,5.0,4000000.0,4000000.0,0.022222222222222223,0.0,15.201805169084134,0.7997386026376925,0.0,18.0
Enzo Fernández,ar ARG,MF,28,26,2209.0,24.5,3.0,2.0,5.0,2.0,1.0,2.0,7.0,0.0,6.2,4.6,3.4,8.0,52.0,210.0,54.0,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,Chelsea,2023/24,enzo fernandez,chelsea,0.12244897959183673,0.08163265306122448,0.20408163265306123,MID,0.048979591817142856,0.0773993807809909,0.031531531524429834,0.048556728507462905,9360000.0,0.0,1.0,9360000.0,0.5126144527988475,0.09472349739428704,5.0,75000000.0,75000000.0,0.4166666666666667,0.11653586873182602,18.132998684833918,0.9539432237516222,0.050901014229638636,22.0
Eric Dier,eng ENG,DF,4,1,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2023/24,eric dier,tottenham hotspur,0.0,0.0,0.0,DEF,0.0,0.0,0.0,0.0,5200000.0,5.0,1.0,5200001.0,0.2832568109311878,0.0,5.0,12000000.0,12000000.0,0.06666666666666667,0.0,16.300417291085605,0.8575345363125364,0.0,29.0
Erling Haaland,no NOR,FW,31,29,2552.0,28.4,27.0,5.0,32.0,20.0,7.0,8.0,1.0,0.0,29.2,22.9,4.3,27.2,35.0,26.0,126.0,0.95,0.18,1.13,0.71,0.88,1.03,0.15,1.18,0.81,0.96,Manchester City,2023/24,erling haaland,manchester city,0.9507042253521127,0.17605633802816903,1.1267605633802817,ATT,0.3802816899887324,0.31888544881768255,0.03378378377617482,0.2467281745801273,17680000.0,60.0,12.0,17680012.0,0.971330508411032,0.2540102657472128,60.0,180000000.0,180000000.0,1.0,0.24672792785219946,19.00846741441004,0.9999999999473919,0.24672792786517936,23.0
Ethan Nwaneri,eng ENG,FW,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Arsenal,2023/24,ethan nwaneri,arsenal,0.0,0.0,0.0,ATT,0.0,0.0,0.03378378377617482,0.011824324321661184,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.08451427590020089,5.0,8000000.0,8000000.0,0.044444444444444446,0.26604131130787223,15.894952224644102,0.8362037757845838,0.014140464948393537,16.0
Ethan Pinnock,jm JAM,DF,29,28,2521.0,28.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,11.0,61.0,16.0,0.07,0.0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11,Brentford,2023/24,ethan pinnock,brentford,0.07142857142857142,0.0,0.07142857142857142,DEF,0.028571428559999997,0.021671826618677455,0.009009009006979951,0.020344661328178474,1664000.0,0.0,1.0,1664000.0,0.08830271334566278,0.23039417661338638,5.0,12000000.0,12000000.0,0.06666666666666667,0.30516534244254045,16.300417291085605,0.8575345363125364,0.02372456938130163,30.0
Ethan Wheatley,eng ENG,FW,3,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United,2023/24,ethan wheatley,manchester united,0.0,0.0,0.0,ATT,0.0,0.0,0.0,0.0,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.0,5.0,13000000.0,13000000.0,0.07222222222222222,0.0,16.380459992348886,0.861745433462424,0.0,17.0
Evan Ferguson,ie IRL,FW,27,15,1367.0,15.2,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,4.6,4.6,0.5,5.1,13.0,15.0,62.0,0.4,0.0,0.4,0.4,0.4,0.3,0.04,0.34,0.3,0.34,Brighton,2023/24,evan ferguson,brighton,0.39473684210526316,0.0,0.39473684210526316,ATT,0.15789473677894736,0.09287925693718908,0.009009009006979951,0.09278163609040711,1404000.0,0.0,1.0,1404000.0,0.07396785728305519,1.2543337763805305,5.0,50000000.0,50000000.0,0.2777777777777778,0.3340126874797907,17.72753358339242,0.9326124613823852,0.09948562821823272,18.0
Ezri Konsa,eng ENG,DF,35,35,3069.0,34.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.5,2.5,0.5,3.0,37.0,136.0,33.0,0.03,0.0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,Aston Villa,2023/24,ezri konsa,aston villa,0.029325513196480937,0.0,0.029325513196480937,DEF,0.011730205273900292,0.021671826618677455,0.004504504503489976,0.011189534273212115,4784000.0,13.3,2.66,4784002.66,0.2603211327535582,0.04298341502835268,13.3,35000000.0,35000000.0,0.19444444444444445,0.05754588031199213,17.370858648025116,0.9138484586054885,0.012244395581616984,25.0
Fabian Schär,ch SUI,DF,36,35,3054.0,33.9,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.5,2.5,0.7,3.3,28.0,133.0,20.0,0.12,0.03,0.15,0.12,0.15,0.07,0.02,0.1,0.07,0.1,Newcastle United,2023/24,fabian schar,newcastle united,0.11799410029498525,0.029498525073746312,0.14749262536873156,DEF,0.04719764009911504,0.021671826618677455,0.004504504503489976,0.027149879944558752,2444000.0,4.0,0.8,2444000.8,0.13130732564073497,0.20676434500308802,4.0,10000000.0,10000000.0,0.05555555555555555,0.4886890425992908,16.118095750958314,0.8479429403073012,0.032018484541229734,31.0
Fábio Silva,pt POR,FW,8,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.2,5.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.35,0.07,0.42,0.35,0.42,Wolverhampton,2023/24,fabio silva,wolverhampton,0.0,0.0,0.0,ATT,0.0,0.10835913309338725,0.015765765762214917,0.02718984463545267,2184000.0,0.0,1.0,2184000.0,0.11697242547087797,0.2324446302739243,5.0,11000000.0,11000000.0,0.06111111111111111,0.44491744993095395,16.213405921671733,0.85295703053512,0.0318771189930583,21.0
Fabio Vieira,pt POR,"MF,FW",11,2,297.0,3.3,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.3,0.5,1.6,2.1,12.0,15.0,30.0,0.3,0.61,0.91,0.0,0.61,0.38,0.49,0.87,0.14,0.64,Arsenal,2023/24,fabio vieira,arsenal,0.30303030303030304,0.6060606060606061,0.9090909090909092,ATT,0.12121212116363636,0.11764705878710617,0.1103603603355044,0.11670099239848414,4264000.0,0.0,1.0,4264000.0,0.2316512739717387,0.5037765889262176,5.0,22000000.0,22000000.0,0.12222222222222222,0.954818489290867,16.906553056777135,0.8894222078667481,0.1312097451092912,23.0
Facundo Buonanotte,ar ARG,"FW,MF",27,17,1364.0,15.2,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,2.4,2.4,1.8,4.2,23.0,42.0,69.0,0.2,0.07,0.26,0.2,0.26,0.16,0.12,0.28,0.16,0.28,Brighton,2023/24,facundo buonanotte,brighton,0.19736842105263158,0.06578947368421052,0.2631578947368421,ATT,0.07894736838947368,0.04953560369983418,0.027027027020939856,0.05489289597255894,884000.0,0.0,1.0,884000.0,0.045298145157839996,1.2117865752497217,5.0,18000000.0,18000000.0,0.1,0.5489234704908844,16.705882371415992,0.8788652975711574,0.06245875638224088,18.0
Facundo Pellistri,uy URU,"FW,MF",9,1,172.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,6.0,6.0,31.0,0.0,0.52,0.52,0.0,0.52,0.38,0.05,0.43,0.38,0.43,Manchester United,2023/24,facundo pellistri,manchester united,0.0,0.5263157894736842,0.5263157894736842,ATT,0.0,0.11764705878710617,0.01126126125872494,0.027470853197974966,1404000.0,8.5,1.7,1404001.7,0.07396795101096021,0.37138357138395167,8.5,8000000.0,8000000.0,0.044444444444444446,0.6180802901479083,15.894952224644102,0.8362037757845838,0.03285182528669482,21.0
Felipe,br BRA,DF,7,4,375.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Nottingham Forest,2023/24,felipe,nottingham forest,0.0,0.0,0.0,DEF,0.0,0.009287925693718908,0.002252252251744988,0.0026458734268545274,3744000.0,0.0,1.0,3744000.0,0.20298156184652352,0.013034978979401639,5.0,900000.0,900000.0,0.005,0.5290688715965861,13.710151153416941,0.721265468372385,0.003668371597566741,34.0
Finley Munroe,eng ENG,MF,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,2023/24,finley munroe,aston villa,0.0,,,MID,0.0,0.0,0.0,0.0,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.0,5.0,100000.0,100000.0,0.0005555555555555556,0.0,11.51293546492023,0.605674051111915,0.0,18.0
Fodé Ballo-Touré,sn SEN,"DF,MF",6,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham,2023/24,fode ballotoure,fulham,0.0,0.0,0.0,MID,0.0,0.0,0.0,0.0,1196000.0,0.0,1.0,1196000.0,0.06249997243296911,0.0,5.0,3000000.0,3000000.0,0.016666666666666666,0.0,14.914123179965662,0.7846041900187535,0.0,26.0
Frank Onyeka,ng NGA,MF,26,11,1161.0,12.9,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,2.2,2.2,1.8,4.0,17.0,33.0,39.0,0.08,0.16,0.23,0.08,0.23,0.17,0.14,0.31,0.17,0.31,Brentford,2023/24,frank onyeka,brentford,0.07751937984496124,0.15503875968992248,0.23255813953488372,MID,0.031007751925581393,0.05263157893107382,0.031531531524429834,0.035515840186276834,1924000.0,0.0,1.0,1924000.0,0.10263756940827037,0.3460282074373403,5.0,9000000.0,9000000.0,0.05,0.7103025976735832,16.012735246411598,0.8424001207709244,0.04216024802266938,25.0
Fred Onyedinma,eng ENG,"DF,MF",8,4,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,9.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Luton Town,2023/24,fred onyedinma,luton town,0.0,0.0,0.0,MID,0.0,0.012383900924958545,0.004504504503489976,0.0040533567612132,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.028971339276576132,5.0,500000.0,500000.0,0.002777777777777778,1.4586833080458554,13.122365377402328,0.6903431555331028,0.005871501523878458,26.0
Gabriel Jesus,br BRA,FW,27,17,1478.0,16.4,4.0,5.0,9.0,4.0,0.0,0.0,6.0,0.0,6.3,6.3,3.8,10.1,38.0,42.0,155.0,0.24,0.3,0.55,0.24,0.55,0.39,0.23,0.62,0.39,0.62,Arsenal,2023/24,gabriel jesus,arsenal,0.24390243902439027,0.30487804878048785,0.5487804878048781,ATT,0.0975609755707317,0.12074303401834581,0.05180180179013472,0.08618167643704558,6240000.0,0.0,1.0,6240000.0,0.34059618004755643,0.25303109211007657,5.0,65000000.0,65000000.0,0.3611111111111111,0.23865628923901758,17.989897843244528,0.9464149555087349,0.09106109838429301,26.0
Gabriel Magalhães,br BRA,DF,36,34,3044.0,33.8,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.3,4.3,0.7,5.0,13.0,117.0,8.0,0.12,0.0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,Arsenal,2023/24,gabriel magalhaes,arsenal,0.1183431952662722,0.0,0.1183431952662722,DEF,0.047337278087573965,0.04024767800611527,0.004504504503489976,0.03092788731685283,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.2210568596227076,5.0,70000000.0,70000000.0,0.3888888888888889,0.07952864859823945,18.064005814299346,0.9503136375768504,0.032544892074601706,25.0
Gabriel Martinelli,br BRA,FW,35,24,2019.0,22.4,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,6.8,6.8,6.1,12.9,127.0,65.0,345.0,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,Arsenal,2023/24,gabriel martinelli,arsenal,0.26785714285714285,0.17857142857142858,0.44642857142857145,ATT,0.10714285709999999,0.09597523216842872,0.06081081079711468,0.08869311590767588,10400000.0,0.0,1.0,10400000.0,0.5699538770492779,0.15561427663686353,5.0,70000000.0,70000000.0,0.3888888888888889,0.2280674258749286,18.064005814299346,0.9503136375768504,0.09333026389431301,22.0
Gabriel Osho,ng NGA,DF,21,21,1846.0,20.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,0.1,1.2,10.0,37.0,4.0,0.1,0.0,0.1,0.1,0.1,0.05,0.01,0.06,0.05,0.06,Luton Town,2023/24,gabriel osho,luton town,0.0975609756097561,0.0,0.0975609756097561,DEF,0.03902439022829268,0.015479876156198181,0.002252252251744988,0.02144523912208209,1196000.0,0.0,1.0,1196000.0,0.06249997243296911,0.3431184873976421,5.0,3000000.0,3000000.0,0.016666666666666666,1.2866371490959796,14.914123179965662,0.7846041900187535,0.02733252264310093,24.0
George Baldock,gr GRE,DF,13,11,969.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8,0.8,9.0,31.0,24.0,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.08,0.0,0.08,Sheffield United,2023/24,george baldock,sheffield united,0.0,0.09259259259259259,0.09259259259259259,DEF,0.0,0.0,0.015765765762214917,0.0055180180167752205,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.03943999542009376,5.0,2500000.0,2500000.0,0.013888888888888888,0.39726869386185787,14.731801689838349,0.7750125966439239,0.007119898335551971,30.0
George Earthy,eng ENG,FW,3,0,34.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,3.0,2.65,0.0,2.65,2.65,2.65,0.82,0.0,0.82,0.82,0.82,West Ham United,2023/24,george earthy,west ham united,2.5,0.0,2.5,ATT,0.9999999996,0.25386996896165015,0.0,0.50077399361233,62400.0,0.0,1.0,62400.0,0.0,500773.99361233,5.0,1000000.0,1000000.0,0.005555555555555556,90.12309669281468,13.815511557963774,0.7268082826479546,0.6890032991706992,18.0
Gio Reyna,us USA,"FW,MF",9,2,235.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,3.0,12.0,14.0,0.0,0.38,0.38,0.0,0.38,0.11,0.18,0.29,0.11,0.29,Nottingham Forest,2023/24,gio reyna,nottingham forest,0.0,0.3846153846153846,0.3846153846153846,ATT,0.0,0.034055727543636,0.040540540531409784,0.021000334694720624,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.1500997462607518,5.0,13000000.0,13000000.0,0.07222222222222222,0.2907698389599,16.380459992348886,0.861745433462424,0.024369505784135433,20.0
Giovani Lo Celso,ar ARG,MF,22,4,506.0,5.6,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,1.9,2.5,25.0,68.0,29.0,0.36,0.36,0.71,0.36,0.71,0.1,0.34,0.45,0.1,0.45,Tottenham Hotspur,2023/24,giovani lo celso,tottenham hotspur,0.35714285714285715,0.35714285714285715,0.7142857142857143,MID,0.1428571428,0.030959752312396362,0.0765765765593296,0.09727946651824464,5200000.0,32.0,6.4,5200006.4,0.2832571086551215,0.34343047399460835,32.0,16000000.0,16000000.0,0.08888888888888889,1.0943816865362785,16.588099342704055,0.8726689522194826,0.11147337692885084,27.0
Gonzalo Montiel,ar ARG,DF,14,8,801.0,8.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,1.4,1.5,10.0,28.0,32.0,0.0,0.22,0.22,0.0,0.22,0.01,0.15,0.17,0.01,0.17,Nottingham Forest,2023/24,gonzalo montiel,nottingham forest,0.0,0.2247191011235955,0.2247191011235955,DEF,0.0,0.0030959752312396363,0.03378378377617482,0.012443519367909111,936000.0,0.0,1.0,936000.0,0.04816511637036151,0.2583459142154565,5.0,10000000.0,10000000.0,0.05555555555555555,0.22397931699465812,16.118095750958314,0.8479429403073012,0.014674931651023399,26.0
Guglielmo Vicario,it ITA,GK,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2023/24,guglielmo vicario,tottenham hotspur,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0,4212000.0,0.0,1.0,4212000.0,0.2287843027592172,0.0,5.0,35000000.0,35000000.0,0.19444444444444445,0.0,17.370858648025116,0.9138484586054885,0.0,26.0
